RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
064310000000;Bergstraße, Landkreis;21080.0;4.8;7.0;15.7;46.6;21.5;427.0;376.0;46.0;5.0;225.0;69045.0;16.0;0.9;40.8;40.1
064320000000;Darmstadt-Dieburg, Landkreis;21998.0;5.0;10.3;18.9;46.1;24.8;441.0;412.0;25.0;4.0;171.0;88601.0;18.6;1.0;44.1;35.1
064330000000;Groß-Gerau, Landkreis;19475.0;5.4;9.7;14.7;39.5;36.5;422.0;377.0;39.0;6.0;160.0;75112.0;22.6;1.5;46.4;24.3
064340000000;Hochtaunuskreis;28596.0;4.0;8.2;22.6;43.5;28.0;326.0;293.0;32.0;1.0;164.0;131617.0;19.0;1.3;29.6;50.3
064350000000;Main-Kinzig-Kreis;20862.0;5.4;10.5;17.4;37.3;23.3;604.0;568.0;33.0;3.0;901.0;161492.0;15.6;1.0;39.0;43.3
064360000000;Main-Taunus-Kreis;24958.0;4.5;6.7;21.5;40.7;28.3;194.0;178.0;16.0;0.0;123.0;50489.0;31.7;2.9;41.9;24.3
064370000000;Odenwaldkreis;19129.0;5.9;11.1;20.2;56.2;22.9;265.0;252.0;12.0;1.0;143.0;31267.0;10.4;0.4;32.6;56.1
064380000000;Offenbach, Landkreis;22048.0;6.1;8.2;19.5;43.3;34.3;716.0;644.0;67.0;5.0;194.0;122426.0;28.9;1.9;24.0;44.4
064390000000;Rheingau-Taunus-Kreis;22347.0;4.6;8.4;22.0;48.6;22.0;264.0;243.0;17.0;4.0;38.0;42916.0;13.1;1.0;29.0;55.7
064400000000;Wetteraukreis;21112.0;4.9;10.2;20.6;32.6;19.9;597.0;543.0;35.0;19.0;342.0;152066.0;15.2;0.8;53.5;29.3
065310000000;Gießen, Landkreis;18846.0;7.0;9.7;17.1;44.5;17.4;349.0;275.0;25.0;49.0;233.0;118257.0;17.9;1.1;45.1;35.1
065320000000;Lahn-Dill-Kreis;20468.0;6.0;10.4;19.3;40.8;19.3;583.0;563.0;18.0;2.0;523.0;100136.0;16.6;0.8;34.1;47.4
065330000000;Limburg-Weilburg, Landkreis;19523.0;5.8;10.8;15.2;33.1;21.7;253.0;232.0;20.0;1.0;278.0;59457.0;17.1;0.9;46.0;34.4
065340000000;Marburg-Biedenkopf, Landkreis;18475.0;5.0;10.9;16.0;37.0;16.1;432.0;406.0;19.0;7.0;382.0;66843.0;13.8;0.6;43.6;40.9
065350000000;Vogelsbergkreis;19167.0;5.0;9.6;21.6;35.0;7.6;179.0;144.0;10.0;25.0;256.0;24193.0;10.3;0.4;49.1;39.0
066110000000;Kassel, Kreisfreie Stadt;17865.0;10.2;11.1;16.4;38.8;23.5;501.0;469.0;28.0;4.0;124.0;45721.0;59.9;11.0;15.4;21.7
066310000000;Fulda, Landkreis;19607.0;4.0;10.0;21.6;31.3;11.3;246.0;224.0;9.0;13.0;339.0;131753.0;13.9;0.7;48.7;35.1
066320000000;Hersfeld-Rotenburg, Landkreis;18845.0;4.9;10.5;23.4;39.6;9.6;256.0;243.0;12.0;1.0;227.0;27252.0;12.1;0.4;40.7;45.6
066330000000;Kassel, Landkreis;20016.0;5.0;11.0;22.1;35.2;10.3;349.0;324.0;21.0;4.0;284.0;48093.0;13.8;0.8;45.0;39.4
066340000000;Schwalm-Eder-Kreis;18938.0;5.1;10.9;20.9;27.9;9.7;293.0;277.0;13.0;3.0;112.0;31912.0;12.0;0.4;49.3;35.3
066350000000;Waldeck-Frankenberg, Landkreis;19259.0;5.1;10.7;20.4;30.4;9.5;279.0;261.0;11.0;7.0;194.0;57579.0;9.9;0.5;42.3;45.6
066360000000;Werra-Meißner-Kreis;18097.0;6.8;10.1;20.3;33.5;6.6;200.0;188.0;12.0;0.0;71.0;24855.0;11.3;0.5;42.8;43.4
070000000000;Rheinland-Pfalz;20389.0;5.3;10.8;18.3;32.0;15.1;7329.0;6693.0;534.0;102.0;4466.0;1118682.0;14.2;1.7;41.8;42.0
071110000000;Koblenz, Kreisfreie Stadt;19638.0;6.6;9.7;15.9;31.2;18.6;249.0;232.0;17.0;0.0;152.0;26338.0;36.2;4.9;23.8;33.8
071310000000;Ahrweiler, Landkreis;21056.0;4.1;11.2;19.6;27.0;13.8;267.0;218.0;47.0;2.0;107.0;37867.0;13.6;1.6;32.3;51.9
071320000000;Altenkirchen (Westerwald), Landkreis;19132.0;5.4;9.4;20.2;34.3;9.5;314.0;279.0;34.0;1.0;112.0;36622.0;15.7;1.3;31.4;51.8
071330000000;Bad Kreuznach, Landkreis;19893.0;6.6;10.7;18.4;36.9;14.8;368.0;337.0;18.0;13.0;301.0;46673.0;13.9;1.6;45.1;39.2
071340000000;Birkenfeld, Landkreis;19563.0;6.4;11.7;18.2;34.4;7.1;129.0;113.0;15.0;1.0;704.0;56549.0;11.2;1.2;33.4;54.5
071350000000;Cochem-Zell, Landkreis;19893.0;3.9;11.4;22.4;27.0;7.3;94.0;91.0;3.0;0.0;39.0;16495.0;11.3;1.4;37.4;49.3
071370000000;Mayen-Koblenz, Landkreis;20165.0;5.0;11.0;18.1;29.8;11.2;387.0;350.0;36.0;1.0;263.0;42871.0;16.9;1.6;48.4;31.3
071380000000;Neuwied, Landkreis;20844.0;5.7;10.9;19.2;30.3;16.1;362.0;335.0;23.0;4.0;152.0;48865.0;18.5;2.1;33.3;45.5
071400000000;Rhein-Hunsrück-Kreis;20381.0;4.3;9.9;21.9;31.9;9.3;164.0;152.0;11.0;1.0;81.0;53390.0;12.0;1.1;41.5;45.5
071410000000;Rhein-Lahn-Kreis;20169.0;4.3;6.7;19.0;26.5;12.7;266.0;250.0;15.0;1.0;140.0;38396.0;12.1;1.4;38.6;46.8
071430000000;Westerwaldkreis;21830.0;4.2;12.6;18.2;25.9;12.6;356.0;334.0;21.0;1.0;211.0;60660.0;16.3;1.7;38.4;42.6
072110000000;Trier, Kreisfreie Stadt;18736.0;5.8;12.2;16.4;26.0;12.2;243.0;205.0;21.0;17.0;127.0;21690.0;31.3;5.3;21.4;43.4
072310000000;Bernkastel-Wittlich, Landkreis;21615.0;3.5;12.7;22.2;20.5;11.0;185.0;159.0;24.0;2.0;105.0;29721.0;11.1;1.3;37.0;50.0
072320000000;Eifelkreis Bitburg-Prüm;19206.0;3.0;14.0;18.3;21.3;8.3;91.0;85.0;6.0;0.0;73.0;17240.0;9.6;1.2;53.6;35.9
072330000000;Vulkaneifel, Landkreis;19120.0;4.4;11.0;24.0;37.9;5.3;82.0;68.0;7.0;7.0;55.0;9399.0;11.1;1.5;42.4;45.1
072350000000;Trier-Saarburg, Landkreis;20019.0;3.3;13.8;20.1;24.1;9.4;191.0;172.0;9.0;10.0;55.0;23041.0;12.5;2.4;38.4;47.5
073110000000;Frankenthal (Pfalz), Kreisfreie Stadt;19515.0;7.2;11.3;14.2;35.7;22.9;129.0;125.0;2.0;2.0;33.599999999999994;12292.0;35.6;4.4;60.0;1.9
073120000000;Kaiserslautern, Kreisfreie Stadt;17873.0;10.4;10.4;16.2;37.2;14.4;258.0;237.0;20.0;1.0;123.0;25607.0;27.9;2.3;9.2;61.9
073130000000;Landau in der Pfalz, Kreisfreie Stadt;20415.0;4.9;9.9;17.6;31.1;15.1;85.0;82.0;3.0;0.0;30.0;7159.0;23.7;2.4;43.8;31.6
073140000000;Ludwigshafen am Rhein, Kreisfreie Stadt;18066.0;9.3;9.7;13.4;40.7;32.4;295.0;276.0;16.0;3.0;372.0;115139.0;61.1;8.9;29.3;3.8
073150000000;Mainz, Kreisfreie Stadt;20223.0;5.9;8.8;14.3;32.4;32.3;257.0;238.0;19.0;0.0;124.0;32748.0;50.5;6.1;41.1;3.6
073160000000;Neustadt an der Weinstraße, Kreisfreie Stadt;23359.0;6.0;10.4;16.9;34.0;12.0;74.0;65.0;9.0;0.0;53.0;26842.0;19.5;3.0;35.8;43.7
073170000000;Pirmasens, Kreisfreie Stadt;18270.0;13.2;10.7;14.9;36.2;8.7;278.0;249.0;11.0;18.0;26.0;20015.0;32.4;6.3;28.5;38.3
073180000000;Speyer, Kreisfreie Stadt;21797.0;6.5;9.7;15.2;40.9;22.8;78.0;75.0;2.0;1.0;128.0;11605.0;43.9;5.5;20.3;23.1
073190000000;Worms, Kreisfreie Stadt;18964.0;7.7;11.7;15.4;36.5;21.4;233.0;207.0;26.0;0.0;108.0;24727.0;29.7;4.4;61.6;3.6
073200000000;Zweibrücken, Kreisfreie Stadt;18358.0;7.5;12.1;18.5;32.4;10.1;107.0;102.0;4.0;1.0;10.0;8145.0;28.1;2.7;47.3;23.3
073310000000;Alzey-Worms, Landkreis;20255.0;4.5;12.4;19.1;26.8;13.0;182.0;168.0;13.0;1.0;120.0;28426.0;15.0;1.7;77.9;5.1
073320000000;Bad Dürkheim, Landkreis;23073.0;4.1;10.0;21.8;28.2;10.4;167.0;155.0;12.0;0.0;59.0;22243.0;12.9;1.8;34.2;52.1
073330000000;Donnersbergkreis;18833.0;5.3;10.0;21.6;34.8;9.7;132.0;121.0;8.0;3.0;245.0;42052.0;10.8;1.2;55.6;32.6
073340000000;Germersheim, Landkreis;20104.0;4.5;11.6;18.8;27.3;18.3;190.0;184.0;6.0;0.0;29.0;22560.0;15.7;1.4;38.6;40.1
073350000000;Kaiserslautern, Landkreis;18974.0;5.4;11.2;20.6;32.4;8.6;212.0;198.0;13.0;1.0;70.0;29975.0;14.5;1.5;35.0;49.8
073360000000;Kusel, Landkreis;17930.0;5.2;11.9;25.2;32.3;4.5;119.0;112.0;7.0;0.0;51.0;17062.0;12.2;1.4;51.4;35.2
073370000000;Südliche Weinstraße, Landkreis;21189.0;4.0;11.5;21.8;29.8;9.3;145.0;139.0;5.0;1.0;45.0;15694.0;12.2;1.6;41.6;45.2
073380000000;Rhein-Pfalz-Kreis;23223.0;3.6;11.0;20.5;36.4;16.5;186.0;175.0;10.0;1.0;89.0;33250.0;22.0;3.0;54.6;17.0
073390000000;Mainz-Bingen, Landkreis;24072.0;4.3;11.3;18.6;30.1;13.8;299.0;273.0;24.0;2.0;200.0;43711.0;18.5;2.3;61.7;16.2
073400000000;Südwestpfalz, Landkreis;19942.0;5.0;11.7;23.6;33.7;4.6;155.0;132.0;17.0;6.0;23.0;13612.0;9.8;1.5;26.3;63.2
080000000000;Baden-Württemberg, Land;21861.0;4.0;8.1;21.0;32.3;24.3;15527.0;13666.0;1417.0;444.0;15323.0;3757665.0;14.2;0.9;45.7;38.3
081110000000;Stuttgart, Landeshauptstadt, Stadtkreis;23504.0;5.5;5.8;17.0;35.9;38.9;1086.0;883.0;132.0;71.0;484.0;398005.0;51.5;5.6;22.9;24.0
081150000000;Böblingen, Landkreis;22436.0;3.8;7.2;21.6;32.8;31.6;479.0;426.0;45.0;8.0;177.0;156048.0;22.4;2.1;41.7;34.6
081160000000;Esslingen, Landkreis;22678.0;4.0;8.1;20.6;35.5;30.1;797.0;704.0;77.0;16.0;839.0;429482.0;24.5;1.4;44.6;29.1
081170000000;Göppingen, Landkreis;21282.0;4.4;9.5;25.4;29.2;26.5;389.0;346.0;38.0;5.0;1322.0;117378.0;16.4;0.8;50.2;32.2
081180000000;Ludwigsburg, Landkreis;22640.0;3.9;8.3;23.1;31.6;30.4;795.0;684.0;89.0;22.0;577.0;265110.0;24.1;1.5;55.4;18.2
081190000000;Rems-Murr-Kreis, Landkreis;22485.0;4.1;6.8;21.7;35.2;29.4;717.0;633.0;74.0;10.0;236.0;85596.0;17.5;0.9;42.2;39.3
081210000000;Heilbronn, Stadtkreis;39351.0;6.1;7.0;18.1;30.1;33.5;331.0;295.0;29.0;7.0;95.0;37449.0;35.5;2.3;47.5;14.2
081250000000;Heilbronn, Landkreis;21953.0;3.7;7.9;23.4;32.5;21.5;444.0;376.0;35.0;33.0;318.0;77569.0;17.2;1.3;55.6;25.6
081260000000;Hohenlohekreis, Landkreis;21352.0;2.8;8.1;24.6;33.1;14.2;78.0;63.0;8.799999999999999;15.799999999999995;90.39914595619207;19598.635402545337;12.9;0.5;57.2;28.1
081270000000;Schwäbisch Hall, Landkreis;20333.0;3.3;10.2;23.0;26.6;13.4;236.0;211.0;13.0;12.0;105.0;62692.0;11.5;0.4;55.3;31.6
081280000000;Main-Tauber-Kreis, Landkreis;19936.0;3.5;9.0;25.4;33.6;12.1;153.0;132.0;3.0;3.0;117.0;26793.0;10.8;0.4;57.8;29.6
081350000000;Heidenheim, Landkreis;20535.0;5.1;7.7;25.8;33.9;19.5;255.0;237.0;18.0;0.0;751.0;69567.0;12.5;0.8;43.4;43.0
081360000000;Ostalbkreis, Landkreis;21113.0;3.9;8.3;24.6;34.9;19.0;484.0;413.0;67.0;4.0;529.0;80531.0;12.7;0.6;47.0;39.2
082110000000;Baden-Baden, Stadtkreis;28269.0;5.9;6.8;21.6;38.8;30.0;71.0;64.0;5.599999999999999;3.2;105.22721718093464;39949.662630231556;14.6;1.6;22.4;61.5
082120000000;Karlsruhe, Stadtkreis;20861.0;5.8;7.4;16.2;31.7;26.0;513.0;479.0;22.0;12.0;643.0;75360.0;46.5;6.6;22.7;26.1
082150000000;Karlsruhe, Landkreis;21332.0;3.2;11.0;22.5;27.3;19.7;562.0;511.0;44.0;7.0;190.0;99742.0;17.8;1.1;44.9;33.9
082160000000;Rastatt, Landkreis;20441.0;3.5;10.8;24.7;28.4;20.4;331.0;311.0;25.467728991855978;4.226130653266331;56.60330781780074;-2237.051950546618;14.0;0.7;30.9;50.8
082210000000;Heidelberg, Stadtkreis;22869.0;5.3;6.9;15.7;35.9;22.8;127.0;112.0;12.0;3.0;32.0;26078.0;30.1;2.0;26.4;40.7
082220000000;Mannheim, Stadtkreis;19286.0;6.4;4.3;15.6;37.7;33.0;710.0;664.0;37.0;9.0;504.0;94962.0;58.1;5.9;23.9;12.5
082250000000;Neckar-Odenwald-Kreis, Landkreis;19167.0;4.1;9.3;22.8;38.2;12.9;233.0;213.0;17.0;3.0;90.0;45208.0;10.6;0.6;46.0;42.1
082260000000;Rhein-Neckar-Kreis, Landkreis;22095.0;3.8;7.8;19.9;31.2;20.2;753.0;683.0;63.0;7.0;929.0;157093.0;19.4;1.1;42.2;35.7
082310000000;Pforzheim, Stadtkreis;21481.0;7.9;9.2;17.6;36.1;34.0;287.0;252.0;26.0;9.0;243.0;123161.0;30.8;2.4;17.0;51.2
082350000000;Calw, Landkreis;21122.0;3.9;9.7;23.9;33.0;20.4;156.0;138.0;8.0;10.0;296.0;38385.0;11.1;0.6;26.1;61.8
082360000000;Enzkreis, Landkreis;22387.0;2.9;10.6;24.4;29.6;20.9;264.0;237.0;19.0;8.0;186.0;80562.0;15.9;0.7;44.3;38.3
082370000000;Freudenstadt, Landkreis;21384.0;3.7;10.3;25.0;32.7;14.7;163.0;147.0;13.0;3.0;214.0;50962.0;9.6;0.4;26.4;62.8
083110000000;Freiburg im Breisgau, Stadtkreis;19895.0;6.1;5.0;15.8;27.9;24.8;297.0;251.0;46.0;0.0;345.0;54193.0;31.8;3.4;23.8;42.7
083150000000;Breisgau-Hochschwarzwald, Landkreis;21978.0;3.5;7.4;21.8;28.6;15.1;332.0;284.0;26.034657029968415;1.1352640800285123;40.30362602759618;70745.69543219681;10.3;0.6;39.8;47.5
083160000000;Emmendingen, Landkreis;20285.0;3.2;8.9;23.7;20.0;16.0;195.0;177.0;21.095521286189104;4.136363636363638;50.75277307797769;26119.424351392852;10.9;0.7;40.6;45.8
083170000000;Ortenaukreis, Landkreis;20495.0;3.6;8.7;23.4;33.5;17.2;565.0;488.0;74.0;3.0;332.0;108481.0;11.7;0.5;38.2;47.3
083250000000;Rottweil, Landkreis;21725.0;3.0;9.8;21.5;31.2;17.2;197.0;176.0;18.0;3.0;792.0;62233.0;12.8;0.4;42.7;43.0
083260000000;Schwarzwald-Baar-Kreis, Landkreis;21793.0;3.7;9.9;20.5;32.8;21.1;367.0;315.0;35.0;17.0;405.0;71182.0;11.5;0.9;41.6;45.8
083270000000;Tuttlingen, Landkreis;22804.0;3.2;6.9;21.8;37.2;21.5;221.0;195.0;23.0;3.0;139.0;27601.0;11.6;0.5;37.2;50.0
083350000000;Konstanz, Landkreis;21654.0;4.4;8.8;22.1;29.4;20.5;458.0;415.0;21.0;22.0;361.0;59541.0;15.4;1.3;49.3;33.4
083360000000;Lörrach, Landkreis;22217.0;4.0;9.4;19.4;30.6;21.1;249.0;194.0;25.0;30.0;373.0;50850.0;12.6;0.9;34.3;51.6
083370000000;Waldshut, Landkreis;21137.0;3.3;8.8;22.0;32.0;19.3;158.0;116.0;16.0;26.0;256.0;38822.0;10.1;0.6;38.9;49.4
084150000000;Reutlingen, Landkreis;21906.0;4.2;8.4;19.6;35.1;27.2;304.0;280.0;19.0;5.0;720.0;59823.0;13.8;1.0;46.7;38.5
084160000000;Tübingen, Landkreis;20549.0;3.5;7.1;17.9;35.4;23.0;211.0;197.0;7.0;7.0;306.0;69042.0;17.7;1.1;46.1;34.7
084170000000;Zollernalbkreis, Landkreis;22541.0;4.3;8.7;22.9;33.4;18.2;285.0;269.0;16.0;0.0;125.0;42720.0;13.4;0.5;44.6;40.7
084210000000;Ulm, Stadtkreis;24311.0;4.4;8.5;19.9;28.9;31.6;213.0;200.0;13.0;0.0;482.0;54069.0;31.9;2.7;44.4;19.2
084250000000;Alb-Donau-Kreis, Landkreis;20595.0;2.9;11.9;24.2;25.3;19.8;177.0;166.0;11.0;0.0;95.0;58010.0;11.3;0.5;57.3;29.6
084260000000;Biberach, Landkreis;20782.0;2.5;11.1;25.4;29.9;13.1;195.0;168.0;23.0;4.0;55.0;46190.0;11.3;0.4;58.4;28.5
084350000000;Bodenseekreis, Landkreis;22990.0;3.1;8.2;24.7;32.5;17.8;197.0;165.0;19.0;13.0;54.0;45262.0;14.6;0.9;55.8;28.0
084360000000;Ravensburg, Landkreis;21188.0;2.8;11.1;20.4;23.1;15.8;264.0;188.0;50.0;26.0;303.0;67942.0;10.4;0.6;59.1;28.7
084370000000;Sigmaringen, Landkreis;19874.0;3.8;9.6;22.8;26.9;13.9;228.0;208.0;15.0;5.0;443.0;45905.0;9.8;0.4;49.7;38.8
090000000000;Bayern;22080.0;3.8;9.3;22.3;26.8;19.3;17895.0;16373.0;1355.0;167.0;16680.0;3789744.0;11.7;0.7;47.1;36.4
091610000000;Ingolstadt;20587.0;3.7;9.7;21.8;25.5;23.8;248.0;235.0;9.0;4.0;102.0;25807.0;35.8;3.3;41.5;14.9
091620000000;München, Landeshauptstadt;25597.0;5.1;6.7;18.6;30.3;39.4;2225.0;1954.0;258.0;13.0;1579.0;381134.0;73.8;11.1;15.3;6.9
091630000000;Rosenheim;22582.0;4.9;8.0;20.4;24.4;28.3;126.0;105.0;21.0;0.0;71.0;14867.0;40.8;2.2;37.0;17.4
091710000000;Altötting, Landkreis;21000.0;3.5;11.6;22.4;25.5;11.4;86.0;79.0;6.0;1.0;111.0;17302.0;12.7;0.6;54.5;29.5
091720000000;Berchtesgadener Land, Landkreis;20354.0;3.6;7.8;23.0;16.6;15.5;106.0;97.0;8.0;1.0;54.0;12917.0;6.8;0.3;22.6;51.9
091730000000;Bad Tölz-Wolfratshausen, Landkreis;24744.0;2.7;7.3;27.5;22.4;14.5;169.0;156.0;13.0;0.0;426.0;51816.0;6.3;0.5;30.7;55.7
091740000000;Dachau, Landkreis;22756.0;2.6;10.3;25.8;25.1;21.8;208.0;188.0;19.0;1.0;100.0;29943.0;13.1;1.2;65.6;17.8
091750000000;Ebersberg, Landkreis;25083.0;2.4;7.4;25.1;22.7;18.0;125.0;113.0;12.0;0.0;89.0;22147.0;12.0;1.2;48.5;37.2
091760000000;Eichstätt, Landkreis;21064.0;1.4;12.4;23.8;15.4;11.8;99.0;88.0;8.0;3.0;15.0;10719.0;9.4;0.4;46.7;40.6
091770000000;Erding, Landkreis;22114.0;2.1;9.4;23.4;20.9;13.6;123.0;115.0;6.0;2.0;16.0;16387.0;11.8;0.6;70.3;14.4
091780000000;Freising, Landkreis;21831.0;2.1;9.2;23.3;20.6;21.1;255.0;232.0;17.0;6.0;20.0;16833.0;13.4;0.7;63.7;19.4
091790000000;Fürstenfeldbruck, Landkreis;23880.0;3.3;8.5;24.0;28.4;21.2;265.0;222.0;33.0;10.0;188.0;47611.0;18.1;1.5;56.2;22.4
091800000000;Garmisch-Partenkirchen, Landkreis;23664.0;3.8;9.2;23.7;20.5;15.1;116.0;109.0;7.0;0.0;391.0;29866.0;5.2;0.4;22.2;52.8
091810000000;Landsberg am Lech, Landkreis;22649.0;2.9;9.7;25.9;24.3;11.3;111.0;104.0;6.0;1.0;36.0;18385.0;10.7;0.5;50.8;29.3
091820000000;Miesbach, Landkreis;26430.0;3.2;8.6;28.6;28.4;15.1;155.0;141.0;13.0;1.0;153.0;57851.0;7.2;0.5;31.9;54.6
091830000000;Mühldorf a.Inn, Landkreis;21412.0;3.8;10.4;20.0;30.6;12.3;160.0;151.0;8.0;1.0;31.0;16552.0;10.4;0.4;64.3;22.8
091840000000;München, Landkreis;29300.0;2.8;6.7;23.6;24.2;24.5;428.0;347.0;76.0;5.0;375.0;319873.0;19.7;1.8;32.1;45.1
091850000000;Neuburg-Schrobenhausen, Landkreis;20549.0;2.2;13.2;22.3;20.4;15.4;105.0;97.0;7.0;1.0;84.0;21500.0;11.5;0.5;60.9;23.5
091860000000;Pfaffenhofen a.d.Ilm, Landkreis;22642.0;2.1;11.7;26.5;18.8;11.3;142.0;124.0;16.0;2.0;35.0;20727.0;13.3;0.6;58.5;24.7
091870000000;Rosenheim, Landkreis;22843.0;2.8;9.5;23.1;23.8;12.8;330.0;300.0;25.0;5.0;308.0;97882.0;10.8;0.5;48.4;35.4
091880000000;Starnberg, Landkreis;34306.0;2.8;6.4;22.9;24.1;17.7;141.0;123.0;17.0;1.0;71.0;35593.0;14.2;1.3;32.5;37.1
091890000000;Traunstein, Landkreis;21936.0;3.1;7.9;24.9;23.5;11.5;153.0;136.0;15.0;2.0;104.0;32540.0;8.2;0.5;44.8;37.5
